,sofifa_id,first_position,second_position,third_position,hits,team,height_cm,weight_kg,value_eur,wage_eur,preferred_foot,international_reputation,release_clause_eur,team_jersey_number,loaned_from,contract_valid_until,shooting,passing,dribbling,defending,physic,name,age,nationality,potential,overall
4830,241750,CAM,CF,,0,Abha Club,178,66,1.1,8.0,Left,1,1900000.0,18.0,,2021.0,63.0,65.0,70.0,33.0,58.0,S. Bguir,26,Tunisia,73,70
4831,241670,CDM,CM,,0,Cagliari,185,77,1.8,17.0,Right,1,3100000.0,16.0,,2023.0,53.0,69.0,66.0,68.0,65.0,F. BradariÄ,28,Croatia,70,70
4832,241629,LB,LM,,6,Sassuolo,178,70,3.1,16.0,Left,1,7600000.0,6.0,,2022.0,53.0,65.0,72.0,67.0,61.0,RogÃ©rio,22,Brazil,79,70
4833,241607,CDM,CM,,1,Club AtlÃ©tico LanÃºs,178,68,3.0,8.0,Right,1,5100000.0,13.0,,2020.0,60.0,63.0,69.0,68.0,76.0,T. Belmonte,22,Argentina,79,70
4834,241602,CM,CAM,,0,Patriotas BoyacÃ¡ FC,168,70,1.6,1.0,Right,1,2400000.0,10.0,,2020.0,68.0,66.0,70.0,34.0,69.0,J. Arias,22,Colombia,81,70
4835,241489,CB,CDM,CM,4,Deportivo de La CoruÃ±a,186,80,2.8,4.0,Right,1,,6.0,Athletic Club de Bilbao,2020.0,58.0,65.0,68.0,69.0,69.0,Nolaskoain,21,Spain,81,70
4836,241297,CB,,,0,KV Oostende,195,93,0.85,7.0,Right,1,1300000.0,5.0,,2020.0,30.0,33.0,52.0,70.0,77.0,G. MiloviÄ,31,Croatia,70,70
4837,241238,CDM,CM,,4,Stade Malherbe Caen,178,74,1.6,4.0,Left,1,3200000.0,8.0,,2023.0,53.0,70.0,70.0,60.0,63.0,J. Deminguet,22,France,79,70
4838,241232,RB,CB,CDM,2,South Africa,179,72,0.0,0.0,Right,1,,,,,48.0,57.0,66.0,66.0,63.0,T. Mkhize,31,South Africa,70,70
4839,241187,RB,CB,CDM,4,Feyenoord,180,75,1.2,1.0,Right,1,2600000.0,38.0,,2020.0,42.0,53.0,64.0,63.0,69.0,L. Geertruida,20,Netherlands,81,70
4840,241171,CB,,,2,Vitesse,185,79,1.2,4.0,Left,1,,3.0,PSV,2020.0,37.0,54.0,52.0,64.0,73.0,A. Obispo,21,Netherlands,79,70
4841,241135,LB,LM,,2,SC Paderborn 07,183,73,2.0,10.0,Left,1,3800000.0,29.0,,2021.0,36.0,58.0,73.0,64.0,72.0,J. Collins,25,Nigeria,74,70
4842,241117,LM,CAM,,0,Real Oviedo,186,80,1.2,4.0,Right,1,2100000.0,19.0,,2022.0,59.0,65.0,69.0,37.0,61.0,Borja SÃ¡nchez,24,Spain,77,70
4843,241070,CB,,,2,UD AlmerÃ­a,189,79,2.4,4.0,Right,1,4200000.0,23.0,,2021.0,37.0,47.0,54.0,70.0,72.0,N. MaraÅ¡,24,Serbia,78,70
4844,241049,RB,,,0,Real Sociedad,174,73,2.2,11.0,Right,1,5100000.0,18.0,,2021.0,41.0,58.0,60.0,70.0,57.0,Gorosabel,23,Spain,76,70
4845,241032,RM,CM,CAM,0,GaziÅehir Gaziantep F.K.,173,62,0.875,4.0,Right,1,1900000.0,18.0,,2022.0,56.0,62.0,69.0,65.0,67.0,S. Diarra,25,Mali,75,70
4846,240982,CDM,CM,,0,DC United,174,73,2.1,4.0,Right,1,3400000.0,5.0,,2020.0,57.0,69.0,63.0,67.0,72.0,J. Moreno,27,Venezuela,75,70
4847,240956,LB,,,0,Gimnasia y Esgrima La Plata,170,63,1.7,5.0,Left,1,2900000.0,32.0,,2021.0,44.0,61.0,69.0,66.0,61.0,M. Melluso,22,Argentina,81,70
4848,240709,RB,CDM,CM,8,1. FSV Mainz 05,176,72,2.0,9.0,Right,1,4700000.0,34.0,,2022.0,59.0,66.0,74.0,62.0,64.0,R. Baku,22,Germany,81,70
4849,240683,CDM,CM,,12,FC Barcelona,178,75,3.1,29.0,Right,1,8300000.0,30.0,,2022.0,57.0,62.0,69.0,69.0,69.0,L. Reis,20,Netherlands,83,70
4850,240671,CB,,,6,Roma,189,85,2.6,16.0,Right,1,5000000.0,15.0,,2024.0,42.0,42.0,45.0,71.0,72.0,Y. Ãetin,23,Turkey,80,70
4851,240526,RM,LM,,2,Al Raed,168,69,1.9,12.0,Right,1,3100000.0,10.0,,2021.0,59.0,66.0,73.0,26.0,60.0,M. Fouzair,28,Morocco,70,70
4852,240409,CB,,,1,Panathinaikos FC,183,77,2.6,1.0,Left,1,5800000.0,4.0,,2022.0,33.0,51.0,55.0,73.0,71.0,D. Kolovetsios,28,Greece,71,70
4853,240309,LB,CDM,CM,0,RSC Anderlecht,184,84,2.4,12.0,Left,1,3700000.0,5.0,,2022.0,57.0,70.0,66.0,70.0,69.0,Y. Makarenko,29,Ukraine,70,70
4854,240257,RWB,RB,RW,1,En Avant de Guingamp,174,76,2.0,4.0,Right,1,3800000.0,25.0,,2022.0,46.0,62.0,71.0,67.0,67.0,C. TraorÃ©,25,Mali,74,70
4855,240168,ST,,,0,Club AtlÃ©tico Banfield,176,79,3.0,11.0,Right,1,,13.0,Club AtlÃ©tico Talleres,2020.0,72.0,51.0,68.0,27.0,69.0,J. Arias,27,Uruguay,73,70
4856,240164,RM,LM,CAM,2,Kaizer Chiefs,169,72,2.3,1.0,Right,1,5300000.0,28.0,,2020.0,56.0,66.0,76.0,41.0,47.0,D. Zuma,25,South Africa,74,70
4857,240131,RW,LW,,1,Rio Ave FC,171,64,2.6,6.0,Right,1,6000000.0,70.0,,2022.0,59.0,59.0,76.0,36.0,55.0,Gabrielzinho,24,Brazil,76,70
4858,240095,CDM,CM,,0,Empoli,175,70,3.0,3.0,Right,1,5500000.0,37.0,,2023.0,64.0,67.0,66.0,68.0,69.0,L. Å tulac,25,Slovenia,77,70
4859,240064,CB,,,0,Olympiacos CFP,192,84,0.9,1.0,Right,1,2100000.0,24.0,,2023.0,30.0,42.0,45.0,65.0,77.0,O. Ba,24,Senegal,75,70
4860,240057,CDM,CM,,1,Paris FC,180,73,1.8,5.0,Right,1,3300000.0,14.0,,2020.0,54.0,67.0,69.0,66.0,72.0,C. Mandouki,28,France,71,70
4861,240043,GK,,,0,Getafe CF,197,82,2.0,8.0,Right,1,4600000.0,32.0,,2021.0,,,,,,F. ManojloviÄ,24,Serbia,76,70
4862,239904,CB,,,0,Shakhtar Donetsk,192,88,2.0,1.0,Right,1,4300000.0,5.0,,2020.0,48.0,49.0,56.0,68.0,76.0,D. Khocholava,27,Georgia,73,70
4863,239841,CB,,,0,Deportivo de La CoruÃ±a,185,83,1.5,6.0,Right,1,2400000.0,5.0,,2021.0,42.0,54.0,53.0,71.0,73.0,V. Lampropoulos,30,Greece,70,70
4864,239807,CM,CAM,,6,Empoli,184,74,1.5,1.0,Right,1,,45.0,Sassuolo,2020.0,56.0,67.0,69.0,62.0,66.0,D. Frattesi,20,Italy,82,70
4865,239718,ST,LW,,0,Ajax,178,68,3.7,10.0,Right,1,5900000.0,32.0,,2023.0,69.0,60.0,76.0,31.0,63.0,H. BandÃ©,21,Burkina Faso,76,70
4866,239708,ST,,,1,LASK Linz,186,79,0.475,2.0,Right,1,808000.0,29.0,,2022.0,59.0,45.0,57.0,21.0,62.0,M. RaguÅ¾,22,Austria,77,70
4867,239671,RM,LM,,2,CD Lugo,180,76,1.4,4.0,Right,1,2500000.0,11.0,,2022.0,66.0,63.0,71.0,43.0,66.0,Tete Morente,23,Spain,79,70
4868,239529,CDM,CM,,0,FC Midtjylland,183,70,1.0,6.0,Right,1,1600000.0,38.0,,2024.0,55.0,60.0,68.0,60.0,74.0,F. Onyeka,22,Nigeria,78,70
4869,239361,CM,CAM,,1,Ajax,183,75,1.3,6.0,Right,1,2000000.0,30.0,,2021.0,68.0,65.0,65.0,62.0,78.0,D. de Wit,22,Netherlands,76,70
4870,239356,CDM,CM,,0,FC Groningen,173,72,1.2,3.0,Right,1,2000000.0,6.0,,2023.0,45.0,55.0,70.0,67.0,78.0,A. Matusiwa,22,Netherlands,78,70
4871,239340,CB,,,1,Sampdoria,195,85,3.2,13.0,Left,1,6100000.0,5.0,,2024.0,27.0,43.0,49.0,70.0,76.0,J. Chabot,22,Germany,76,70
4872,239303,ST,,,2,Boavista FC,188,72,2.4,4.0,Right,1,5200000.0,11.0,,2021.0,67.0,55.0,67.0,40.0,70.0,Y. Njie,26,Gambia,71,70
4873,239271,GK,,,2,IFK GÃ¶teborg,198,93,1.5,3.0,Right,1,2000000.0,1.0,,2020.0,,,,,,G. Anestis,29,Greece,72,70
4874,239250,ST,LW,,15,FC Barcelona,182,73,1.9,28.0,Right,1,5200000.0,29.0,,2021.0,68.0,53.0,68.0,37.0,65.0,Abel Ruiz,20,Spain,84,70
4875,239210,CB,,,0,En Avant de Guingamp,186,80,3.6,6.0,Right,1,6800000.0,20.0,,2023.0,44.0,54.0,56.0,72.0,71.0,F. Eboa Eboa,23,Cameroon,74,70
4876,239121,ST,,,0,VfB Stuttgart,190,92,1.1,14.0,Right,1,1700000.0,34.0,,2021.0,69.0,50.0,61.0,29.0,74.0,H. Al Ghaddioui,29,Morocco,70,70
4877,239093,RB,RW,,0,DSC Arminia Bielefeld,185,72,0.95,6.0,Right,1,1600000.0,25.0,,2020.0,47.0,62.0,68.0,63.0,64.0,J. Clauss,27,France,70,70
4878,239025,ST,LW,,5,FC Metz,187,73,2.0,7.0,Right,1,5400000.0,7.0,,2022.0,69.0,50.0,69.0,18.0,59.0,I. Niane,21,Senegal,82,70
4879,238965,CDM,CM,,0,Heracles Almelo,188,75,0.675,1.0,Right,1,1100000.0,22.0,,2021.0,39.0,52.0,55.0,63.0,74.0,O. Kiomourtzoglou,22,Germany,78,70
4880,238924,ST,,,2,SpVgg Greuther FÃ¼rth,185,79,1.8,7.0,Right,1,2800000.0,10.0,,2020.0,70.0,49.0,63.0,35.0,84.0,D. Keita-Ruel,30,France,70,70
4881,238837,CB,,,0,Audax Italiano,181,79,0.85,3.0,Right,1,1100000.0,3.0,,2022.0,27.0,45.0,44.0,71.0,69.0,M. FernÃ¡ndez,31,Uruguay,70,70
4882,238759,RB,,,1,Gil Vicente FC,187,77,1.0,3.0,Right,1,,2.0,SL Benfica,2020.0,46.0,52.0,65.0,64.0,77.0,Alex Pinto,22,Portugal,78,70
4883,238674,GK,,,1,SG Dynamo Dresden,184,85,1.1,6.0,Right,1,2000000.0,1.0,,2022.0,,,,,,K. Broll,24,Germany,76,70
4884,238619,CB,CDM,CM,0,SG Dynamo Dresden,183,83,1.0,7.0,Left,1,1800000.0,4.0,,2021.0,30.0,57.0,48.0,68.0,76.0,J. Nikolaou,26,Germany,73,70
4885,238593,CB,CDM,,1,VfL OsnabrÃ¼ck,184,76,0.95,4.0,Right,1,1700000.0,6.0,,2021.0,40.0,53.0,57.0,67.0,68.0,M. Heyer,25,Germany,75,70
4886,238580,CDM,CM,,0,FC Luzern,181,74,1.5,5.0,Right,1,2400000.0,42.0,,2021.0,49.0,59.0,64.0,68.0,67.0,I. Voca,23,Kosovo,82,70
4887,238505,RM,LM,CF,6,Celtic,176,66,1.7,14.0,Right,1,4200000.0,19.0,,2023.0,61.0,59.0,74.0,28.0,42.0,M. Johnston,21,Scotland,83,70
4888,238497,LM,,,0,BSC Young Boys,181,75,3.6,12.0,Right,1,6200000.0,7.0,,2023.0,72.0,66.0,71.0,36.0,61.0,M. Spielmann,24,Switzerland,76,70
4889,238346,LB,,,5,FC Schalke 04,179,73,1.5,9.0,Left,1,2800000.0,3.0,,2023.0,43.0,58.0,70.0,64.0,68.0,H. Mendyl,22,Morocco,76,70
4890,238216,CDM,CM,CAM,8,Charlton Athletic,182,74,0.525,2.0,Right,1,1300000.0,11.0,,2021.0,49.0,56.0,63.0,50.0,60.0,C. Gallagher,20,England,84,70
4891,238069,RB,CB,,0,Club AtlÃ©tico LanÃºs,174,70,2.6,8.0,Right,1,4400000.0,27.0,,2021.0,50.0,58.0,67.0,68.0,74.0,G. Carrasco,23,Argentina,80,70
4892,238004,CAM,RW,LW,3,AZ Alkmaar,177,80,2.5,6.0,Right,1,4200000.0,28.0,,2022.0,65.0,67.0,76.0,34.0,64.0,A. GuÃ°mundsson,23,Iceland,77,70
4893,237989,RM,LM,,2,Cracovia,182,80,1.1,4.0,Right,1,1500000.0,4.0,,2022.0,60.0,64.0,71.0,55.0,67.0,S. Hanca,28,Romania,70,70
4894,237982,CAM,,,0,Envigado FC,172,64,1.3,1.0,Right,1,2000000.0,8.0,,2022.0,55.0,61.0,73.0,30.0,43.0,Y. GuzmÃ¡n,22,Colombia,81,70
4895,237844,CDM,CM,,1,Spartak Moscow,169,63,2.7,1.0,Right,1,6500000.0,7.0,,2023.0,61.0,69.0,74.0,65.0,60.0,A. Guliev,24,Russia,77,70
4896,237784,LB,LM,,2,Cerezo Osaka,178,73,0.55,3.0,Left,1,688000.0,14.0,,2022.0,49.0,63.0,66.0,58.0,64.0,Y. Maruhashi,29,Japan,70,70
4897,237780,CB,CM,CAM,0,Kawasaki Frontale,186,80,0.625,3.0,Right,1,813000.0,34.0,,2022.0,66.0,66.0,65.0,59.0,80.0,K. Yamamura,30,Japan,70,70
4898,237768,LM,CM,,1,Kashima Antlers,181,70,1.2,5.0,Right,1,1600000.0,41.0,,2022.0,64.0,66.0,69.0,51.0,70.0,R. Shirasaki,27,Japan,71,70
4899,237600,RW,,,3,OGC Nice,176,71,4.3,21.0,Left,1,9400000.0,11.0,,2021.0,67.0,69.0,77.0,32.0,49.0,B. Srarfi,23,Tunisia,77,70
4900,237581,ST,,,1,MKE AnkaragÃ¼cÃ¼,183,81,1.8,14.0,Right,1,3600000.0,12.0,,2020.0,64.0,43.0,66.0,36.0,72.0,D. Orgill,30,Jamaica,70,70
4901,237580,GK,,,0,Sint-Truidense VV,196,90,0.675,3.0,Right,1,1000000.0,21.0,,2021.0,,,,,,D. Schmidt,28,Japan,72,70
4902,237566,CM,,,0,Sarpsborg 08 FF,180,74,2.4,3.0,Right,1,3500000.0,17.0,,2020.0,65.0,65.0,69.0,67.0,75.0,K. Zachariassen,25,Norway,75,70
4903,237555,ST,LM,,0,Royal Antwerp FC,188,68,1.3,7.0,Right,1,2100000.0,9.0,,2022.0,65.0,60.0,70.0,40.0,65.0,J. Bolingi,26,DR Congo,73,70
4904,237554,CB,CDM,,1,Standard de LiÃ¨ge,186,80,2.8,8.0,Right,1,4500000.0,20.0,,2022.0,33.0,52.0,56.0,71.0,74.0,M. Bokadi,24,DR Congo,75,70
4905,237453,ST,CF,,0,Oita Trinita,180,74,1.0,2.0,Right,1,,45.0,Urawa Red Diamonds,2020.0,63.0,47.0,60.0,33.0,74.0,A. Onaiwu,24,Japan,73,70
4906,237429,RB,CB,,1,Gamba Osaka,183,77,0.95,4.0,Right,1,1400000.0,5.0,,2022.0,24.0,45.0,43.0,68.0,72.0,G. Miura,25,Japan,74,70
4907,237410,LB,LWB,LW,0,CD LeganÃ©s,183,79,2.6,10.0,Left,1,6000000.0,23.0,,2023.0,52.0,54.0,64.0,69.0,71.0,V. Kravets,22,Ukraine,80,70
4908,237257,CDM,CM,,1,San Jose Earthquakes,178,71,2.6,4.0,Right,1,4400000.0,14.0,,2019.0,57.0,68.0,69.0,58.0,66.0,J. Yueill,23,United States,78,70
4909,237255,CB,,,1,Atlanta United,188,84,1.2,3.0,Right,1,2000000.0,12.0,,2020.0,33.0,45.0,42.0,66.0,73.0,M. Robinson,23,United States,78,70
4910,237144,ST,,,0,Patriotas BoyacÃ¡ FC,183,80,1.2,1.0,Right,1,1700000.0,9.0,,2022.0,71.0,45.0,65.0,28.0,70.0,B. FernÃ¡ndez,28,Colombia,70,70
4911,237000,RB,,,4,FC Dallas,180,75,2.9,3.0,Right,1,4900000.0,2.0,,2020.0,35.0,57.0,67.0,65.0,74.0,R. Cannon,22,United States,81,70
4912,236997,CDM,CM,,0,Real Sporting de GijÃ³n,183,80,1.3,4.0,Right,1,2400000.0,20.0,,2021.0,51.0,62.0,69.0,64.0,75.0,Cris Salvador,25,Spain,76,70
4913,236988,ST,,,32,Leeds United,175,70,2.0,19.0,Right,1,,14.0,Arsenal,2020.0,66.0,51.0,71.0,20.0,60.0,E. Nketiah,21,England,85,70
4914,236624,CM,CAM,,2,Fortuna DÃ¼sseldorf,188,75,3.9,12.0,Right,1,,8.0,Eintracht Frankfurt,2020.0,62.0,67.0,79.0,54.0,63.0,A. Barkok,22,Germany,81,70
4915,236466,RWB,RB,RW,0,Racing Club de Lens,179,70,1.4,4.0,Right,1,2800000.0,13.0,,2022.0,50.0,69.0,68.0,66.0,64.0,C. Michelin,23,France,77,70
4916,236301,GK,,,0,Deportivo de La CoruÃ±a,188,88,2.0,4.0,Right,1,,13.0,Levante UD,2020.0,,,,,,Koke Vegas,24,Spain,78,70
4917,236213,ST,RW,,0,Cittadella,191,76,0.575,1.0,Right,1,891000.0,32.0,,2020.0,63.0,51.0,61.0,23.0,65.0,D. Diaw,28,Italy,70,70
4918,236172,CAM,,,1,Chapecoense,184,81,1.6,10.0,Left,1,3000000.0,8.0,,2022.0,59.0,65.0,70.0,42.0,69.0,Nilson Padilho,20,Brazil,70,70
4919,236145,CDM,,,0,Internacional,181,78,1.6,13.0,Right,1,3100000.0,19.0,,2022.0,56.0,71.0,60.0,68.0,66.0,Luan Sendeiro,28,Brazil,70,70
4920,236113,RB,,,1,AtlÃ©tico Mineiro,171,65,1.6,16.0,Right,1,3000000.0,15.0,,2022.0,38.0,58.0,69.0,67.0,58.0,Jailson Oliva,28,Brazil,70,70
4921,236111,RB,,,2,Botafogo,177,73,1.6,11.0,Right,1,3000000.0,14.0,,2022.0,44.0,63.0,67.0,66.0,68.0,Vinicius Trieiro,28,Brazil,70,70
4922,236046,GK,,,3,SL Benfica,191,84,2.3,5.0,Right,1,5000000.0,72.0,,2024.0,,,,,,I. Zlobin,23,Russia,80,70
4923,235983,RB,RM,LM,2,Sevilla FC,173,62,1.7,6.0,Right,1,3900000.0,27.0,,2020.0,68.0,64.0,74.0,26.0,42.0,Alex Pozo,21,Spain,81,70
4924,235947,ST,LM,CAM,4,Godoy Cruz,175,68,1.6,4.0,Right,1,2600000.0,26.0,,2023.0,61.0,73.0,69.0,42.0,59.0,J. Brunetta,23,Argentina,80,70
4925,235943,RWB,RB,RW,1,Deportivo AlavÃ©s,173,61,2.1,11.0,Right,1,4500000.0,24.0,,2021.0,44.0,60.0,66.0,66.0,48.0,Rafa Navarro,26,Spain,73,70
4926,235842,ST,,,12,Genoa,188,72,3.9,8.0,Right,1,,99.0,Inter,2020.0,70.0,45.0,67.0,22.0,63.0,A. Pinamonti,21,Italy,83,70
4927,235834,RB,RM,,3,Sampdoria,178,71,2.5,14.0,Right,1,4700000.0,12.0,,2024.0,53.0,68.0,71.0,67.0,54.0,F. Depaoli,23,Italy,79,70
4928,235814,RB,,,1,Lecce,180,71,1.8,9.0,Right,1,3300000.0,6.0,,2022.0,52.0,66.0,62.0,68.0,69.0,R. Benzar,28,Romania,70,70
4929,235717,LM,CM,CAM,0,Hamburger SV,180,79,3.4,7.0,Right,1,6000000.0,41.0,,2023.0,53.0,69.0,76.0,34.0,64.0,B. Ãzcan,22,Turkey,77,70
4930,235706,RW,LW,,0,FC PaÃ§os de Ferreira,176,66,3.3,7.0,Left,1,7500000.0,77.0,,2021.0,67.0,62.0,77.0,30.0,62.0,Murilo,24,Brazil,77,70
4931,235554,ST,RW,LW,1,OGC Nice,183,70,3.3,16.0,Right,1,7300000.0,18.0,,2022.0,70.0,63.0,72.0,40.0,58.0,I. Sacko,23,France,76,70
4932,235456,CDM,CM,,48,RC Strasbourg Alsace,170,66,0.725,5.0,Right,1,1600000.0,17.0,,2023.0,48.0,62.0,69.0,63.0,59.0,J. Bellegarde,22,France,79,70
4933,235338,LWB,LW,,3,Boavista FC,173,68,1.1,2.0,Left,1,2500000.0,6.0,,2020.0,50.0,59.0,71.0,62.0,66.0,Marlon,23,Brazil,79,70
4934,235328,LB,LM,,1,Frosinone,177,75,2.4,3.0,Left,1,4000000.0,13.0,,2022.0,49.0,67.0,70.0,59.0,62.0,A. Beghetto,25,Italy,73,70
4935,235315,LM,CAM,RW,0,Astra Giurgiu,175,64,1.0,3.0,Left,1,1600000.0,11.0,,2021.0,50.0,58.0,68.0,41.0,62.0,V. Gheorghe,23,Romania,78,70
4936,235088,RB,,,1,CD Tenerife,173,68,2.2,5.0,Right,1,3900000.0,2.0,,2020.0,44.0,56.0,68.0,64.0,71.0,Luis PÃ©rez,25,Spain,75,70
4937,235002,CB,,,0,Moreirense FC,190,82,3.4,8.0,Right,1,7500000.0,3.0,,2022.0,29.0,45.0,47.0,71.0,73.0,L. RosiÄ,27,Serbia,73,70
4938,234966,CDM,CM,CAM,2,Junior FC,177,74,2.4,4.0,Right,1,3400000.0,7.0,,2019.0,64.0,70.0,70.0,54.0,59.0,S. HernÃ¡ndez,33,Colombia,70,70
4939,234924,RW,LW,,2,Huddersfield Town,184,74,4.2,23.0,Left,1,8200000.0,11.0,,2021.0,69.0,64.0,73.0,23.0,54.0,A. Diakhaby,24,France,75,70
4940,234816,CB,,,0,Albacete BP,186,79,1.9,6.0,Right,1,3100000.0,4.0,,2022.0,50.0,60.0,53.0,68.0,77.0,N. Gorosito,31,Argentina,70,70
4941,234795,CDM,CM,,1,FC Red Bull Salzburg,177,74,3.0,14.0,Left,1,5100000.0,28.0,,2022.0,55.0,65.0,71.0,66.0,71.0,A. Bernede,21,France,81,70
4942,234790,GK,,,0,CD LeganÃ©s,185,83,1.2,6.0,Left,1,,13.0,Sevilla FC,2020.0,,,,,,Soriano,22,Spain,77,70
4943,234762,RB,,,0,Albacete BP,176,68,2.4,6.0,Right,1,3900000.0,5.0,,2021.0,41.0,59.0,66.0,66.0,77.0,Alberto Benito,28,Spain,71,70
4944,234748,GK,,,1,Hokkaido Consadole Sapporo,195,82,0.725,2.0,Right,1,961000.0,25.0,,2022.0,,,,,,Gu Sung Yun,26,Korea Republic,73,70
4945,234688,CAM,,,0,FC Basel 1893,177,70,2.5,12.0,Left,1,4200000.0,10.0,,2022.0,60.0,73.0,71.0,42.0,58.0,S. Campo,25,Switzerland,76,70
4946,234679,CB,,,8,RSC Anderlecht,190,82,2.4,9.0,Right,1,,34.0,Manchester City,2020.0,39.0,62.0,69.0,70.0,69.0,P. Sandler,23,Netherlands,78,70
4947,234667,RB,,,1,Rio Ave FC,184,74,2.7,6.0,Right,1,5800000.0,22.0,,2021.0,43.0,59.0,71.0,66.0,76.0,Nadjack,26,Guinea Bissau,73,70
4948,234578,LB,,,1,AtlÃ©tico de San Luis,181,66,0.9,6.0,Left,1,,16.0,Club AmÃ©rica,2020.0,49.0,64.0,67.0,65.0,64.0,L. Reyes,29,Mexico,70,70
4949,234577,GK,,,20,FC Porto,187,81,2.7,2.0,Right,1,7100000.0,31.0,,2022.0,,,,,,Diogo Costa,20,Portugal,82,70
4950,234488,CM,CF,,0,FC NordsjÃ¦lland,179,73,2.4,9.0,Left,1,3000000.0,7.0,,2021.0,62.0,68.0,70.0,46.0,68.0,M. Rygaard,29,Denmark,70,70
4951,234383,GK,,,1,FC Schalke 04,186,83,2.5,8.0,Right,1,4700000.0,23.0,,2023.0,,,,,,M. Schubert,22,Germany,81,70
4952,234111,CM,CAM,,3,Motherwell,185,75,2.2,2.0,Right,1,5300000.0,7.0,,2021.0,64.0,65.0,69.0,53.0,63.0,D. Turnbull,21,Scotland,84,70
4953,234108,CAM,LW,,4,Sampdoria,170,67,5.0,15.0,Right,1,11600000.0,20.0,,2022.0,54.0,67.0,77.0,43.0,58.0,G. Maroni,21,Argentina,80,70
4954,234059,CB,,,2,Brescia,198,86,0.825,6.0,Right,1,1500000.0,30.0,,2022.0,44.0,43.0,46.0,66.0,75.0,J. Chancellor,28,Venezuela,70,70
4955,234017,CAM,,,0,CSA - AL,178,75,1.6,8.0,Right,1,3000000.0,8.0,,2022.0,60.0,70.0,69.0,37.0,61.0,Allan ArdaÃºjo,32,Brazil,70,70
4956,233999,GK,,,0,Internacional,179,76,1.1,11.0,Left,1,2200000.0,12.0,,2022.0,,,,,,Jairo Farnias,20,Brazil,70,70
4957,233986,RB,,,0,CearÃ¡ Sporting Club,176,74,1.6,7.0,Right,1,2900000.0,2.0,,2022.0,42.0,54.0,59.0,67.0,81.0,Jony Reitosa,28,Brazil,70,70
4958,233954,LB,,,8,Club Necaxa,176,69,1.1,4.0,Right,1,2000000.0,26.0,,2022.0,40.0,54.0,65.0,63.0,60.0,C. CalderÃ³n,23,Mexico,76,70
4959,233924,ST,RM,CAM,0,Rosario Central,170,65,1.5,5.0,Right,1,2600000.0,34.0,,2022.0,59.0,62.0,73.0,29.0,63.0,M. Lovera,21,Argentina,79,70
4960,233897,RM,,,0,Sporting de Charleroi,184,72,1.1,7.0,Right,1,1700000.0,27.0,,2020.0,64.0,61.0,69.0,36.0,68.0,M. Fall,28,Senegal,70,70
4961,233849,RB,LB,,0,Moreirense FC,178,74,2.8,6.0,Right,1,6100000.0,5.0,,2021.0,36.0,60.0,68.0,68.0,67.0,A. D'Alberto,25,Belgium,73,70
4962,233841,CB,CDM,,4,KRC Genk,178,67,1.0,3.0,Right,1,1700000.0,46.0,,2024.0,26.0,44.0,49.0,64.0,68.0,C. Cuesta,21,Colombia,80,70
4963,233785,CB,,,2,Fortuna DÃ¼sseldorf,190,87,2.2,12.0,Right,1,4400000.0,32.0,,2020.0,25.0,39.0,48.0,69.0,74.0,R. Bormuth,24,Germany,76,70
4964,233606,LM,,,7,Club Necaxa,170,59,1.0,4.0,Left,1,1900000.0,20.0,,2022.0,55.0,65.0,67.0,46.0,62.0,J. Angulo,23,Mexico,79,70
4965,233472,RM,,,0,FC Augsburg,182,70,2.6,12.0,Right,1,5000000.0,17.0,,2024.0,60.0,62.0,74.0,27.0,50.0,N. Sarenren Bazee,23,Nigeria,76,70
4966,233409,RB,,,14,Lech PoznaÅ,177,61,3.6,4.0,Right,1,7200000.0,2.0,,2021.0,36.0,60.0,68.0,64.0,67.0,R. Gumny,22,Poland,84,70
4967,233260,ST,RM,LM,9,Guadalajara,173,77,1.7,14.0,Right,1,3100000.0,7.0,,2022.0,68.0,55.0,71.0,31.0,68.0,A. Vega,22,Mexico,80,70
4968,233230,RB,LB,,2,Boca Juniors,175,72,2.8,8.0,Right,1,,13.0,Argentinos Juniors,2019.0,42.0,56.0,65.0,70.0,66.0,K. Mac Allister,22,Argentina,80,70
4969,233222,RM,LM,,11,Lech PoznaÅ,176,70,2.3,4.0,Right,1,4600000.0,7.0,,2021.0,57.0,62.0,68.0,41.0,69.0,K. JÃ³Åºwiak,22,Poland,81,70
4970,233207,RB,,,4,FC Tokyo,176,69,1.2,5.0,Right,1,1500000.0,2.0,,2022.0,58.0,58.0,60.0,62.0,72.0,S. Muroya,26,Japan,72,70
4971,233154,GK,,,0,Oita Trinita,181,76,0.35,1.0,Left,1,464000.0,1.0,,2022.0,,,,,,S. Takagi,31,Japan,70,70
4972,233146,LB,,,1,Kawasaki Frontale,178,73,1.8,5.0,Left,1,2400000.0,7.0,,2022.0,57.0,62.0,67.0,64.0,70.0,S. Kurumaya,28,Japan,70,70
4973,233079,CDM,CM,CAM,1,Deportivo Cali,184,78,0.925,1.0,Right,1,1400000.0,16.0,,2022.0,56.0,57.0,65.0,64.0,65.0,C. Rivera,24,Colombia,78,70
4974,233034,CDM,CM,,0,Godoy Cruz,183,77,2.4,6.0,Right,1,4000000.0,30.0,,2021.0,48.0,65.0,65.0,68.0,70.0,J. Andrada,25,Argentina,76,70
